,cog,player,name,dob,role,team,join,leave
2275,Philippines,Kuku,Carlo Palad,1996-09-21,Solo Middle,TNC Pro Team,2016-04-11,2016-08-19
2276,Philippines,Kuku,Carlo Palad,1996-09-21,Solo Middle,TNC Pro Team,2016-08-30,
2277,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Online Kingdom,2010-02-08,2010-04-21
2278,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,GosuGamers.net,2011-01-25,2011-08-21
2279,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Virtus.pro,2012-05-04,2012-06-30
2280,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Uebelst gamynG,2012-0?-??,2012-0?-??
2281,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,mousesports,2012-08-25,2012-09-02
2282,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,mousesports,2012-09-16,2012-10-16
2283,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,The GD B-Team,2012-10-17,2012-10-21
2284,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Zero,2012-10-24,2012-11-21
2285,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,mousesports,2012-11-21,2013-02-28
2286,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Natus Vincere,2013-02-28,2014-08-18
2287,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Team Secret,2014-08-27,2015-08-22
2288,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,5Jungz,2015-08-28,2015-10-09
2289,Germany,KuroKy,Kuro Salehi,1992-10-28,Support,Team Liquid,2015-10-09,
2290,USA,KvH,Khanh Huynh,N/A,Carry,Boreal eSports,2015-04-14,2015-08-30
2291,USA,KvH,Khanh Huynh,N/A,Carry,Perky Pepperonis,2016-06-13,2016-09-??
2292,USA,KvH,Khanh Huynh,N/A,Carry,Rainbows and Sunshine,2016-??-??,2017-??-??
2293,USA,KvH,Khanh Huynh,N/A,Carry,Wheel Whreck While Whistling,2017-05-23,2017-10-??
2294,Philippines,KyrieDepra,Kyrie Eleison,1998-09-21,Support,Mineski,2009-01-20,2015-04-20
2295,Thailand,KyT,Nitiphat Chutonganan,N/A,Offlaner,Everlast.GameFilling,2013-??-??,2014-01-10
2296,Thailand,KyT,Nitiphat Chutonganan,N/A,Offlaner,MiTH,2014-01-10,2015-01-20
2297,Thailand,KyT,Nitiphat Chutonganan,N/A,Offlaner,BLINX,2015-01-20,2015-??-??
2298,Thailand,KyT,Nitiphat Chutonganan,N/A,Offlaner,iDeal eSports,2015-??-??,2015-05-??
2299,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,MUFC,2011-07-01,2012-01-19
2300,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Orange,2013-01-25,2013-09-21
2301,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Titan,2013-09-22,2014-10-01
2302,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Team Malaysia,2014-10-01,2014-12-20
2303,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,G Guard Esports,2014-12-25,2015-02-22
2304,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,EHOME.my,2015-03-01,2015-03-26
2305,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Team Malaysia,2015-03-26,2015-06-04
2306,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Fnatic,2015-06-04,2015-08-17
2307,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Thunderobot Gaming,2015-08-31,2016-05-28
2308,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,White Fries Gaming,2016-05-28,2017-03-23
2309,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,Mineski,2017-03-23,2017-05-21
2310,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,WarriorsGaming.Youth,2017-06-19,2017-07-??
2311,Malaysia,KYxY,Lee Kong,1991-05-26,Carry,New Beginning,2017-07-??,
2312,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Ice Climbers,2013-??-??,2013-02-10
2313,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,3D!Clan,2013-02-10,2013-02-22
2314,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Lions Pride,2013-02-22,2013-03-??
2315,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Cleave Gaming,2013-09-??,2014-03-19
2316,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Aware Gaming,2014-03-19,2014-06-??
2317,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Cleave Gaming,2014-06-??,2014-06-??
2318,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Duza Gaming,2014-10-??,2015-02-??
2319,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Elysium Gaming,2015-03-??,2015-09-04
2320,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,GUS Gaming,2016-01-??,2016-05-??
2321,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Yellow Submarine,2016-06-??,2016-08-21
2322,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Fantastic Five,2016-09-18,2016-12-??
2323,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Tarantula,2016-12-??,2017-01-04
2324,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,GUS Gaming,2017-01-04,2017-02-??
2325,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,LQ,2017-02-??,2017-03-??
2326,Russia,L0lik O,Serafim Savelyev,1994-07-21,Offlaner,Digital Company,2017-03-??,
2327,Croatia,Lacoste,Dominik Stipic,1987-11-22,Analyst,Online Kingdom,2011-08-11,2011-11-23
2328,Croatia,Lacoste,Dominik Stipic,1987-11-22,Analyst,Evil Geniuses,2012-02-22,2012-05-08
2329,Croatia,Lacoste,Dominik Stipic,1987-11-22,Analyst,Darer,2012-05-09,2012-05-18
2330,Croatia,Lacoste,Dominik Stipic,1987-11-22,Analyst,Counter Logic Gaming,2012-05-18,2012-10-29
2331,Croatia,Lacoste,Dominik Stipic,1987-11-22,Analyst,No Logic Gaming,2015-09-02,2016-02-01
2332,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,Carry,Roccat.Trust,2009-??-??,2010-??-??
2333,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,Carry,MiTH.Trust,2010-??-??,2015-01-20
2334,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,Carry,Signature.Trust,2015-01-20,2017-02-07
2335,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,Carry,Trust,2017-02-08,
2336,Brazil,Lanaro,João Pedro,N/A,Solo Middle,Ode,2013-10-??,2016-02-10
2337,Brazil,Lanaro,João Pedro,N/A,Solo Middle,T Show,2016-02-10,2016-03-14
2338,Brazil,Lanaro,João Pedro,N/A,Solo Middle,paiN Gaming,2016-03-14,2016-05-24
2339,Brazil,Lanaro,João Pedro,N/A,Solo Middle,T Show,2016-06-12,2016-09-16
2340,Brazil,Lanaro,João Pedro,N/A,Solo Middle,Encore e-Sports,2016-09-16,2016-10-20
2341,Brazil,Lanaro,João Pedro,N/A,Solo Middle,VINCE TE IPSUM,2016-10-25,2017-01-04
2342,Brazil,Lanaro,João Pedro,N/A,Solo Middle,Prelude,2017-01-04,2017-04-06
2343,Brazil,Lanaro,João Pedro,N/A,Solo Middle,Ode,2017-04-06,
2344,Malaysia,Lance (Player),Fua Hsien,N/A,Carry,Arrow Gaming,2014-01-25,2014-10-20
2345,Malaysia,Lance (Player),Fua Hsien,N/A,Carry,Team Redemption,2015-01-09,2016-04-06
2346,Malaysia,Lance (Player),Fua Hsien,N/A,Carry,HighGround,2017-03-??,
2347,China,LaNm,Zhang Zhicheng,1989-12-25,Support,EHOME,2011-??-??,2011-??-??
2348,China,LaNm,Zhang Zhicheng,1989-12-25,Support,TongFu,2012-03-01,2012-05-12
2349,China,LaNm,Zhang Zhicheng,1989-12-25,Support,EHOME,2012-05-15,2012-11-23
2350,China,LaNm,Zhang Zhicheng,1989-12-25,Support,RattleSnake,2013-01-18,2013-09-04
2351,China,LaNm,Zhang Zhicheng,1989-12-25,Support,Team DK,2013-09-04,2014-07-22
2352,China,LaNm,Zhang Zhicheng,1989-12-25,Support,Big God,2014-??-??,2015-03-15
2353,China,LaNm,Zhang Zhicheng,1989-12-25,Support,EHOME,2015-03-15,2017-01-01
2354,China,LaNm,Zhang Zhicheng,1989-12-25,Support,EHOME,2017-01-01,2017-02-09
2355,China,LaNm,Zhang Zhicheng,1989-12-25,Support,EHOME,2017-02-09,2017-05-23
2356,China,LaNm,Zhang Zhicheng,1989-12-25,Support,Vici Gaming,2017-05-23,2017-09-04
2357,China,LaNm,Zhang Zhicheng,1989-12-25,Support,Vici Gaming,2017-09-04,
2358,Finland,Lapiz,Eetu Seppälä,N/A,N/A,Rat in the dark,2012-??-??,2013-07-17
2359,Finland,Lapiz,Eetu Seppälä,N/A,N/A,Team Menace.fi,2013-07-17,2014-01-01
2360,China,Le,Zhang Xuanhao,1993-08-08,Support,Energy Pacemaker Gaming,2014-10-??,2015-09-02
2361,China,Le,Zhang Xuanhao,1993-08-08,Support,Newbee Young,2015-09-02,2015-12-08
2362,China,Le,Zhang Xuanhao,1993-08-08,Support,Newbee,2015-12-08,2016-03-22
2363,China,Le,Zhang Xuanhao,1993-08-08,Support,Newbee Young,2016-03-22,2017-01-09
2364,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Ancient Warriors,2015-06-22,2015-07-22
2365,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Walrus Punch!,2015-09-04,2015-09-??
2366,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Natus Vincere,2015-12-08,2016-02-10
2367,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Spider Pigzs,2016-02-10,2016-06-03
2368,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Elements One,2016-08-02,2016-08-25
2369,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Elements Pro Gaming,2016-08-25,2017-06-25
2370,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,Support,Double Dimension,2017-08-30,2017-12-31
2371,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Team DileCom,2015-07-31,2015-12-07
2372,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Not Today,2015-12-07,2016-09-15
2373,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Not Today,2017-01-07,2017-03-18
2374,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Elite Wolves,2017-03-20,2017-09-05
2375,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Infamous,2017-09-05,2017-09-28
2376,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Digital Chaos.SA,2017-09-28,2017-10-03
2377,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,White Dragons,2017-10-03,2017-10-22
2378,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,Solo Middle,Sacred,2017-10-22,2018-01-10
2379,Germany,Ler GG,Timo Waszek,1990-02-23,Support,rizegaming,2015-03-05,2015-05-25
2380,Germany,Ler GG,Timo Waszek,1990-02-23,Support,druidz,2015-05-25,2015-06-10
2381,China,Li,Peng Li,N/A,Coach,Vici Gaming,2013-03-14,2013-06-03
2382,China,Li,Peng Li,N/A,Coach,Newbee Young,2015-09-04,2016-03-22
2383,China,Li,Peng Li,N/A,Coach,Newbee,2017-09-??,
2384,China,Liekkas,Wang Yutian,1992-11-22,Offlaner,HyperGloryTeam,2013-09-19,2014-03-08
2385,China,Liekkas,Wang Yutian,1992-11-22,Offlaner,LGD.CDEC,2014-04-25,2014-10-14
2386,China,Liekkas,Wang Yutian,1992-11-22,Offlaner,CDEC Gaming,2014-10-14,2015-01-10
2387,China,Liekkas,Wang Yutian,1992-11-22,Offlaner,Brave Heart,2015-11-??,2015-12-??
2388,China,Liekkas,Wang Yutian,1992-11-22,Offlaner,FTD Club C,2016-03-22,2016-12-25
2389,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Say_Plz,2007,
2390,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Virtus.pro,2008,
2391,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Rush3d,2008 — 200,
2392,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,DTS Gaming,2009 — 201,
2393,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Moscow 5,2011-03-31,2011-06-17
2394,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Natus Vincere,2011-06-17,2013-04-29
2395,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Team Empire,2013-04-29,2013-08-28
2396,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,Virtus.pro,2013-08-28,2013-12-30
2397,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,Caster,sQreen's Squad,2015-08-28,2015-09-??
2398,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,NVMI,2014-09-02,2014-09-18
2399,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,Virtus.pro Polar,2014-09-18,2015-01-18
2400,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,ASUS.Polar,2015-01-18,2015-04-15
2401,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,Virtus.pro,2015-04-15,2016-03-25
2402,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,Polarity,2016-03-25,2016-06-30
2403,Ukraine,Lil,Ilya Ilyuk,1995-12-24,Support,Virtus.pro,2016-08-04,
2404,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,semXorah,2015-06-14,2015-07-22
2405,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,T Show,2015-09-06,2015-10-16
2406,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,Puck You,2015-10-28,2015-11-15
2407,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,Marcha Funebre,2015-11-15,2015-12-20
2408,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,paiN Gaming,2016-03-07,2016-10-19
2409,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,Kingao+4,2016-10-19,2016-11-14
2410,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,Support,STARS,2017-06-01,2018-01-07
2411,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,stayGreen,2014-??-??,2014-08-27
2412,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,compLexity Gaming,2014-08-27,2015-02-23
2413,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,Ninjas in Pyjamas,2015-02-23,2015-11-13
2414,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,compLexity Gaming,2015-11-24,2016-08-30
2415,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,Alliance,2016-09-16,2017-08-18
2416,Sweden,Limmp,Linus Blomdin,1995-05-31,Solo Middle,compLexity Gaming,2016-09-06,
2417,China,Lin,Xu Ziyang,N/A,Solo Middle,RattleSnake,2013-09-11,2014-04-09
2418,China,Lin,Xu Ziyang,N/A,Solo Middle,LGD.cn,2014-04-09,2014-12-09
2419,China,Lin,Xu Ziyang,N/A,Solo Middle,LV Gaming,2014-12-09,2015-01-02
2420,China,Lin,Xu Ziyang,N/A,Solo Middle,LAI Gaming,2015-01-02,2015-03-13
2421,China,Lin,Xu Ziyang,N/A,Solo Middle,Vici Gaming Potential,2015-03-14,2015-12-04
2422,China,Lin,Xu Ziyang,N/A,Solo Middle,TongFu,2015-12-07,2016-09-17
2423,China,Lin,Xu Ziyang,N/A,Solo Middle,Newbee Young,2016-09-17,2017-01-09
2424,China,Lin,Xu Ziyang,N/A,Solo Middle,Rock.Y,2017-05-04,
2425,Malaysia,Ling,Cheong Sim,N/A,Support,MUFC,2010-??-??,2011-??-??
2426,Malaysia,Ling,Cheong Sim,N/A,Support,MUFC,2011-??-??,2013-01-22
2427,Malaysia,Ling,Cheong Sim,N/A,Support,ABC,2013-03-07,2013-03-13
2428,Malaysia,Ling,Cheong Sim,N/A,Support,MUFC,2013-04-01,2013-10-16
2429,Malaysia,Ling,Cheong Sim,N/A,Support,Orange,2013-10-16,2014-01-18
2430,Malaysia,Ling,Cheong Sim,N/A,Support,G Guard Esports,2014-??-??,2015-02-22
2431,Malaysia,Ling,Cheong Sim,N/A,Support,G Guard Esports,2015-04-02,2015-06-18
2432,Malaysia,Ling,Cheong Sim,N/A,Support,Team 123,2015-06-??,2015-07-??
2433,Malaysia,Ling,Cheong Sim,N/A,Support,Team 123,2015-11-16,2015-12-13
2434,Malaysia,Ling,Cheong Sim,N/A,Support,Taring,2015-12-13,2016-04-11
2435,Malaysia,Ling,Cheong Sim,N/A,Support,Orange.Taring,2016-04-11,2016-08-31
2436,Malaysia,Ling,Cheong Sim,N/A,Support,o2esports,2017-06-12,2017-0?-??
2437,Malaysia,Ling,Cheong Sim,N/A,Support,New Beginning,2017-09-??,
2438,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Back To Basics,2009-03-??,2009-??-??
2439,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,RapE,2009-??-??,2010-??-??
2440,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,NORDIC-eSports,2010-??-??,2011-09-04
2441,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,NORDIC-eSports,2010-??-??,2011-09-04
2442,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,NeVo,2011-09-04,2011-09-??
2443,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,monkeybusiness,2011-09-??,2011-11-12
2444,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,SK Gaming,2011-11-12,2012-01-30
2445,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,DD.Dota,2012-01-30,2012-02-21
2446,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Quantic,2012-02-21,2012-04-29
2447,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Meet Your Makers,2012-10-01,2012-11-17
2448,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,DD.Dota,2012-11-17,2013-03-??
2449,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Lions Pride,2013-05-10,2013-07-26
2450,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Team Life,2013-07-26,2013-10-16
2451,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Mousesports,2013-10-16,2013-12-19
2452,Denmark,Link,Sylvester Hoelgaard,1992-04-19,Carry,Meet Your Makers,2014-03-31,2014-07-27
2453,Brazil,Liposa,Rodrigo Lelis,1996-11-24,Offlaner,The House Is Down,2014-06-01,2014-12-05
2454,Brazil,Liposa,Rodrigo Lelis,1996-11-24,Offlaner,Keyd Stars,2015-10-12,2015-09-30
2455,Brazil,Liposa,Rodrigo Lelis,1996-11-24,Offlaner,Midas Club Elite,2016-11-01,2017-09-10
2456,Brazil,Liposa,Rodrigo Lelis,1996-11-24,Offlaner,SG e-sports,2017-09-10,
2457,Bosnia and Herzegovina,LizZard,Admir Salkanovi?,1991-12-11,Support,MYinsanity,2014-25-08,2015-??-??
2458,Bosnia and Herzegovina,LizZard,Admir Salkanovi?,1991-12-11,Support,Prodota Gaming,2016-04-21,2016-06-02
2459,Bosnia and Herzegovina,LizZard,Admir Salkanovi?,1991-12-11,Support,8000,2016-10-??,2017-01-??
2460,Bosnia and Herzegovina,LizZard,Admir Salkanovi?,1991-12-11,Support,Elements Pro Gaming,2017-09-08,2017-11-28
2461,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Meet Your Makers,2006,
2462,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Team_Team,2007,
2463,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,SK Gaming,2007 — 200,
2464,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Meet Your Makers,2009,
2465,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Fnatic,2009 — 201,
2466,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,eXperience Gaming,2011-12-11,2012-02-06
2467,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Counter Logic Gaming,2012-02-02,2012-05-18
2468,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Team Zenith,2012-05-18,2012-09-19
2469,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,No Tidehunter,2012-10-29,2013-04-12
2470,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Alliance,2013-04-12,2017-06-09
2471,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Alliance,2017-06-09,2017-08-31
2472,Sweden,Loda,Jonathan Berg,1988-03-19,Carry,Alliance,2017-08-31,
2473,China,Longb,Chen Long,1992-09-20,Support,EHOME.L,2015-08-29,2015-??-??
2474,China,Longb,Chen Long,1992-09-20,Support,To.be.or.not.to.be,2016-04-01,2017-08-18
2475,China,Longb,Chen Long,1992-09-20,Support,Team Waooo,2017-08-18,
2476,China,LongDD,Huang Xiang,1988-01-30,Support,Team DK,2011-08-23,2012-10-11
2477,China,LongDD,Huang Xiang,1988-01-30,Support,TongFu,2012-10-11,2013-03-14
2478,China,LongDD,Huang Xiang,1988-01-30,Support,LGD Gaming,2013-04-11,2013-05-04
2479,China,LongDD,Huang Xiang,1988-01-30,Support,TongFu.Nexon,2013-11-17,2013-11-25
2480,China,LongDD,Huang Xiang,1988-01-30,Support,Old Boys,2014-08-23,
2481,USA,Loomdun,Chase Stearns,N/A,Support,Cloud9,2015-09-04,2015-11-27
2482,USA,Loomdun,Chase Stearns,N/A,Support,Shazam,2015-12-06,2016-??-??
2483,USA,Loomdun,Chase Stearns,N/A,Support,Enemy,2016-03-21,2016-06-??
2484,USA,Loomdun,Chase Stearns,N/A,Support,Digital Chaos,2016-??-??,2016-08-25
2485,Australia,Lordboonz,Phuc Nguyen,N/A,Carry,Big and Black,2016-10 — ,7-11
2486,Australia,Lordboonz,Phuc Nguyen,N/A,Carry,Natural 9,2016-12 — ,7-07
2487,Australia,Lordboonz,Phuc Nguyen,N/A,Carry,Skatemasters,2017-07 — ,7-11
2488,Australia,Lordboonz,Phuc Nguyen,N/A,Carry,Seventh Heaven,2017-12 — ,
2489,China,Lpc,Luo Puchao,1990-01-12,Support,TongFu.Wanzhou,2014-04-30,2015-03-12
2490,China,Lpc,Luo Puchao,1990-01-12,Support,TongFu,2015-03-12,2016-08-23
2491,China,Lpc,Luo Puchao,1990-01-12,Support,LGD.Forever Young,2016-09-17,2017-05-06
2492,China,Lpc,Luo Puchao,1990-01-12,Support,Eclipse,2017-05-24,2017-09-05
2493,China,Lt,Luo Tao,N/A,Support,Energy Pacemaker Gaming,2014-10-??,2015-07-??
2494,China,Lt,Luo Tao,N/A,Support,Insane Buster,2015-??-??,2016-??-??
2495,China,Lt,Luo Tao,N/A,Support,EHOME.X,2016-??-??,2017-01-10
2496,China,Lt,Luo Tao,N/A,Support,RUSH B,2017-05-04,2017-06-03
2497,China,Lt,Luo Tao,N/A,Support,Rock Gaming,2017-06-03,
2498,Singapore,Lubby,Chan Jun,1994-06-02,Support,First Departure,2012-10-03,2013-05-27
2499,Singapore,Lubby,Chan Jun,1994-06-02,Support,First Departure,2014-08-10,2016-??-??
2500,Germany,Luft,Merlin Seibel,1996-10-29,Solo Middle,Valkyrie eSports,2016-08-01,2016-10-21
2501,China,LuLu^^,Yin Jiajun,N/A,Carry,Brave Heart,2015-11-01,2016-11-??
2502,China,LuLu^^,Yin Jiajun,N/A,Carry,BraveHeart.Zombie,2016-1?-??,2017-0?-??
2503,China,LuLu^^,Yin Jiajun,N/A,Carry,Brave Heart,2017-05-??,2017-09-??
2504,China,Lwy,Zhou Xinyi,1994-09-14,Offlaner,Speed Gaming,2014-09-22,2015-04-02
2505,China,Lwy,Zhou Xinyi,1994-09-14,Offlaner,Newbee Young,2015-06-24,2015-07-24
2506,China,Lwy,Zhou Xinyi,1994-09-14,Offlaner,Brave Heart,2015-10-15,2015-10-23
2507,China,Lwy,Zhou Xinyi,1994-09-14,Offlaner,To.be.or.not.to.be,2016-04-01,2017-08-18
2508,China,Lwy,Zhou Xinyi,1994-09-14,Offlaner,Team Waooo,2017-08-18,2017-09-16
2509,Greece,Madara,Omar Dabachach,N/A,Carry,XtremeXPC International,2014-05-??,2014-11-08
2510,Greece,Madara,Omar Dabachach,N/A,Carry,London Conspiracy,2014-11-08,2015-08-17
2511,Greece,Madara,Omar Dabachach,N/A,Carry,Golden Boys,2015-08-17,2015-11-04
2512,Greece,Madara,Omar Dabachach,N/A,Carry,No Logic Gaming,2015-08-17,2015-12-04
2513,Greece,Madara,Omar Dabachach,N/A,Carry,Ad Finem,2015-12-04,2017-03-06
2514,Greece,Madara,Omar Dabachach,N/A,Carry,mousesports,2017-04-07,2017-12-23
2515,Russia,Maden,Igor Andreevich,N/A,Support,Duza Gaming,2014-10-??,2015-01-??
2516,Russia,Maden,Igor Andreevich,N/A,Support,Immortal Mode On,2015-04-??,2015-0?-??
2517,Russia,Maden,Igor Andreevich,N/A,Support,.aSpera.,2015-06-25,2015-08-??
2518,Russia,Maden,Igor Andreevich,N/A,Support,Siberian Valenki White,2015-08-??,2015-12-??
2519,Russia,Maden,Igor Andreevich,N/A,Support,Elements Pro Gaming,2016-0?-??,2016-08-25
2520,Russia,Maden,Igor Andreevich,N/A,Support,Effect,2016-09-30,2017-01-??
2521,Russia,Maden,Igor Andreevich,N/A,Support,GUS Gaming,2017-02-??,2017-03-05
2522,Russia,Maden,Igor Andreevich,N/A,Support,PENTA Sports,2017-03-05,2017-03-22
2523,Russia,Maden,Igor Andreevich,N/A,Support,HFZ,2017-03-22,2017-05-18
2524,Russia,Maden,Igor Andreevich,N/A,Support,Effect,2017-05-23,2017-07-16
2525,Russia,Maden,Igor Andreevich,N/A,Support,Comanche,2017-09-24,2017-12-03
2526,Russia,Maden,Igor Andreevich,N/A,Support,Effect,2017-12-19,
2527,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,BTo,2006,
2528,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,lolboat,2006,
2529,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,JoY,2006,
2530,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,MYM,2006 — 200,
2531,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,Online Kingdom,2008,
2532,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,Ravens,2008 — 200,
2533,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,MYM,2009,
2534,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,MYM,2009-10-03,2011-08-28
2535,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,Evil Geniuses,2012-02-03,2013-05-01
2536,Denmark,Maelk,Jacob Toft,1986-06-18,Analyst,Evil Geniuses,2013-05-01,201?-??-??
2537,South Korea,MafiA,Kim Byung,N/A,Support,Eyes of Tiger Hammer,2013-??-??,2013-07-16
2538,South Korea,MafiA,Kim Byung,N/A,Support,MVP HOT6ix,2013-09-01,2014-??-??
2539,Jordan,MagE-,Anas Hirzallah,1997-12-14,Solo Middle,E-LAB,2016-06-24,2016-08-30
