id,start,player,team,dob,position,tour,place,prize,pool,end,age,exp,weight,crt,age2,age3,exp2,exp3,const
110,2016-10-16,kaka,Newbee,1992-11-07,5,Dota2 ACE - Provisional,1,29036.0,60978.0,2016-12-26,8744,23,0.669861732597763,1334.8395195116495,76457536,668544694784,529,12167,1
110,2016-12-03,kaka,Newbee,1992-11-07,5,The Boston Major 2016,9,62500.0,3000000.0,2016-12-10,8792,24,0.9067123605322307,1342.2216063052033,77299264,679615129088,576,13824,1
110,2016-12-14,kaka,Newbee,1992-11-07,4,World Cyber Arena 2016,4,28744.0,732972.0,2016-12-16,8803,25,0.8210356141428047,1315.9962136338459,77492809,682169197627,625,15625,1
110,2016-12-17,kaka,Newbee,1992-11-07,5,China Top 2016,2,57476.0,229904.0,2016-12-18,8806,26,0.7505464722391747,1295.3102469796374,77545636,682866870616,676,17576,1
110,2017-01-06,kaka,Newbee,1992-11-07,5,ESL One Genting 2017,2,50000.0,250000.0,2017-01-08,8826,27,0.7556410841788738,1241.1110227366491,77898276,687530183976,729,19683,1
110,2017-03-15,kaka,Newbee,1992-11-07,5,Dota2 Professional League Season 3 (2017 S1) - Top,1,32668.0,85663.0,2017-04-16,8894,28,0.6905266186619751,1389.9492425414692,79103236,703544180984,784,21952,1
110,2017-03-27,kaka,Newbee,1992-11-07,5,Dota 2 Asia Championships 2017,3,73439.0,611987.0,2017-04-04,8906,29,0.8100683113293884,1414.3684150115446,79316836,706395741416,841,24389,1
110,2017-04-24,kaka,Newbee,1992-11-07,5,The Kiev Major 2017,9,62500.0,3000000.0,2017-04-30,8934,30,0.9067123605322307,1380.905105332452,79816356,713079324504,900,27000,1
110,2017-05-18,kaka,Newbee,1992-11-07,4,StarLadder i-League Invitational #2,3,10000.0,100000.0,2017-05-21,8958,31,0.6999346815311969,1363.6328799056278,80245764,718841553912,961,29791,1
110,2017-05-25,kaka,Newbee,1992-11-07,5,The Manila Masters,2,50000.0,250000.0,2017-05-28,8965,32,0.7556410841788738,1331.9317939409307,80371225,720528032125,1024,32768,1
110,2017-05-30,kaka,Newbee,1992-11-07,5,ZOTAC Cup Masters,1,50000.0,100000.0,2017-06-03,8970,33,0.6999346815311969,1344.18079908659,80460900,721734273000,1089,35937,1
110,2017-06-15,kaka,Newbee,1992-11-07,4,Galaxy Battles,1,69000.0,150000.0,2017-06-18,8986,34,0.72458515739671,1418.8846901544075,80748196,725603289256,1156,39304,1
110,2017-07-05,kaka,Newbee,1992-11-07,5,Mars Dota 2 League 2017,3,31250.0,250000.0,2017-07-09,9006,35,0.7556410841788738,1428.7633540688037,81108036,730458972216,1225,42875,1
111,2015-04-20,kecikimba,Fnatic,1996-03-30,5,joinDOTA MLG Pro League Season 2,3,25087.0,183971.0,2015-06-07,6960,3,0.7478215509497563,1088.6432966954733,48441600,337153536000,9,27,1
111,2015-06-20,kecikimba,Fnatic,1996-03-30,5,ESL One Frankfurt 2015,5,14810.0,296202.0,2015-06-21,7021,4,0.7772015584218886,1088.6302461906248,49294441,346096270261,16,64,1
111,2015-07-27,kecikimba,Fnatic,1996-03-30,4,The International 2015,13,55289.0,17600281.0,2015-08-08,7058,5,1.0,981.2602398002141,49815364,351596839112,25,125,1
114,2014-08-15,kim0,Execration,1991-10-24,4,StarLadder StarSeries Season 10,7,5850.0,233980.0,2014-10-26,8331,0,0.7626550266152107,978.1020874635594,69405561,578217728691,0,0,1
114,2016-09-09,kim0,Execration,1991-10-24,5,MPGL Southeast Asian Championship,1,30000.0,49000.0,2016-09-11,9087,1,0.6565661799187251,1053.5158656365006,82573569,750346021503,1,1,1
114,2016-09-20,kim0,Execration,1991-10-24,5,Shanghai Dota 2 Open #2,7,4495.0,118367.0,2016-10-08,9098,2,0.710186014552598,932.7915612351899,82773604,753074249192,4,8,1
114,2017-01-06,kim0,Execration,1991-10-24,5,ESL One Genting 2017,5,10000.0,250000.0,2017-01-08,9206,3,0.7556410841788738,945.3232904949288,84750436,780212513816,9,27,1
115,2016-04-22,kingr,Team Empire,1993-08-22,5,ESL One Manila 2016,3,25000.0,250000.0,2016-04-24,8279,0,0.745003851405163,1106.643712497615,68541841,567457901639,0,0,1
115,2016-04-28,kingr,Team Empire,1993-08-22,5,WePlay Dota2 League Season 3,4,12494.0,208240.0,2016-05-01,8285,1,0.7340486876716169,1152.9528402556743,68641225,568692549125,1,1,1
115,2016-06-03,kingr,Team Empire,1993-08-22,5,The Manila Major 2016,9,45000.0,3000000.0,2016-06-12,8321,2,0.8939484827604671,1130.315682226345,69239041,576138060161,4,8,1
115,2016-07-03,kingr,Team Empire,1993-08-22,5,Global Grand Masters,1,25000.0,70000.0,2016-07-26,8351,3,0.6687026336801101,1198.7340025106653,69739201,582392067551,9,27,1
115,2016-07-06,kingr,Team Empire,1993-08-22,5,Nanyang Dota 2 Championships Season 2,5,7551.0,216373.0,2016-07-10,8354,4,0.7363451291143976,1202.8561944381904,69789316,583019945864,16,64,1
115,2016-08-23,kingr,Team Empire,1993-08-22,5,World Cyber Arena 2016 EU Main Qualifier,4,1357.0,54280.0,2016-09-01,8402,5,0.6627877255733546,1143.9184035716908,70593604,593127460808,25,125,1
115,2016-10-17,kingr,Team Empire,1993-08-22,5,FACEIT Invitational,3,4000.0,41000.0,2016-10-19,8457,6,0.6457294799450749,1142.4471787296582,71520849,604851819993,36,216,1
115,2017-03-27,kingr,Team Empire,1993-08-22,5,Dota 2 Asia Championships 2017,5,36719.0,611987.0,2017-04-04,8618,7,0.8100683113293884,1122.8529756494613,74269924,640058205032,49,343,1
115,2017-05-02,kingr,Team Empire,1993-08-22,5,Mr. Cat Invitational Europe,2,12500.0,70000.0,2017-05-18,8654,8,0.6782504307249609,1132.6678894241086,74891716,648112910264,64,512,1
116,2017-04-24,kingrd,SG e-sports,1992-01-02,4,The Kiev Major 2017,5,125000.0,3000000.0,2017-04-30,9244,0,0.9067123605322307,1139.617925728622,85451536,789913998784,0,0,1
116,2017-05-30,kingrd,SG e-sports,1992-01-02,4,DreamLeague Season 7 NA Division,4,1000.0,12000.0,2017-05-31,9280,1,0.571032085272075,1123.3656157052576,86118400,799178752000,1,1,1
116,2017-07-07,kingrd,SG e-sports,1992-01-02,4,The Final Match Season 1,2,11250.0,50000.0,2017-07-09,9318,2,0.6577944147019157,1127.0898948131755,86825124,809036505432,4,8,1
118,2013-05-21,korok,Team Liquid,1993-09-02,4,The Defense Season 4,4,2000.0,53000.0,2013-07-24,7201,4,0.7559811034023665,1222.3117909963153,51854401,373403541601,16,64,1
121,2012-08-26,kuroky,Mousesports,1992-10-28,5,The International 2012,7,25000.0,1775000.0,2012-09-02,7242,0,1.0,854.3269422187402,52446564,379818016488,0,0,1
121,2012-11-22,kuroky,Mousesports,1992-10-28,4,DreamHack Winter 2012,3,3775.0,45299.0,2012-11-25,7330,1,0.7450697431176053,905.1541541069423,53728900,393832837000,1,1,1
121,2013-02-11,kuroky,Mousesports,1992-10-28,4,StarLadder StarSeries Season 5,4,1000.0,23000.0,2013-04-07,7411,4,0.6979659768454697,1010.8411904050282,54922921,407033767531,16,64,1
121,2013-03-18,kuroky,Natus Vincere,1992-10-28,5,RaidCall EMS One Spring Season,1,12000.0,28000.0,2013-04-21,7446,5,0.7116365615251168,1124.4409029352341,55442916,412827952536,25,125,1
121,2013-05-04,kuroky,Natus Vincere,1992-10-28,4,Curse Dota 2 Invitational,3,2000.0,8000.0,2013-05-19,7493,6,0.6245745076047463,1107.3744166678512,56145049,420694852157,36,216,1
121,2013-05-19,kuroky,Natus Vincere,1992-10-28,5,StarLadder StarSeries Season 6,4,1500.0,39000.0,2013-07-07,7508,7,0.7346645672714983,1155.3538805100359,56370064,423226440512,49,343,1
121,2013-05-20,kuroky,Natus Vincere,1992-10-28,5,RaidCall Dota 2 League Season 3,1,5000.0,11000.0,2013-07-17,7509,8,0.6467057779304365,1303.9174349327145,56385081,423395573229,64,512,1
121,2013-06-15,kuroky,Natus Vincere,1992-10-28,5,DreamHack Summer 2013,5,1547.0,58798.0,2013-06-17,7535,10,0.7631958982807595,1484.5812912868441,56776225,427808855375,100,1000,1
121,2013-06-16,kuroky,Natus Vincere,1992-10-28,5,Alienware Cup,1,25000.0,60000.0,2013-07-09,7536,11,0.7646022701027536,1428.5171902181905,56791296,427979206656,121,1331,1
121,2013-08-02,kuroky,Natus Vincere,1992-10-28,5,The International 2013,2,632364.0,3219309.0,2013-08-11,7583,12,1.0,1490.8369607060017,57501889,436036824287,144,1728,1
121,2013-08-31,kuroky,Natus Vincere,1992-10-28,4,StarLadder StarSeries Season 7,1,12000.0,27000.0,2013-10-13,7612,13,0.6809350606569111,1405.374188850684,57942544,441058644928,169,2197,1
121,2013-09-02,kuroky,Natus Vincere,1992-10-28,4,RaidCall EMS One Fall Season,3,4000.0,35000.0,2013-12-08,7614,14,0.6982534980393392,1381.348855911245,57972996,441406391544,196,2744,1
121,2013-09-11,kuroky,Natus Vincere,1992-10-28,5,WePlay Dota2 League Season 2,1,13000.0,41000.0,2013-11-10,7623,15,0.7088125512685809,1351.5105737157742,58110129,442973513367,225,3375,1
121,2013-10-17,kuroky,Natus Vincere,1992-10-28,5,Dota 2 Champions League Season 1,4,3000.0,68000.0,2014-01-15,7659,16,0.7425760837359738,1306.5120707026103,58660281,449279092179,256,4096,1
121,2013-11-04,kuroky,Natus Vincere,1992-10-28,5,ASUS ROG DreamLeague Kick-Off Season,1,25000.0,55000.0,2013-11-30,7677,17,0.7284166516894216,1355.0779040237849,58936329,452454197733,289,4913,1
121,2013-11-16,kuroky,Natus Vincere,1992-10-28,4,Techlabs Cup 2013 Grand Finals,1,12500.0,25000.0,2013-11-17,7689,18,0.6757990781059036,1277.5293953872665,59120721,454579223769,324,5832,1
121,2013-11-22,kuroky,Natus Vincere,1992-10-28,5,MLG Championship Columbus,3,13696.0,136959.0,2013-11-24,7695,19,0.7893020753508921,1384.3810628920046,59213025,455644227375,361,6859,1
121,2013-11-25,kuroky,Natus Vincere,1992-10-28,5,StarLadder StarSeries Season 8,1,62000.0,130200.0,2014-01-19,7698,20,0.7859246331689069,1501.6982157860652,59259204,456177352392,400,8000,1
121,2014-02-04,kuroky,Natus Vincere,1992-10-28,5,MLG T.K.O. Europe,4,1500.0,34500.0,2014-04-16,7769,21,0.6972932679879514,1284.07077246183,60357361,468916337609,441,9261,1
121,2014-02-09,kuroky,Natus Vincere,1992-10-28,5,Dota 2 Champions League Season 2,1,61500.0,197100.0,2014-04-15,7774,22,0.8135955316562243,1285.6724591676584,60435076,469822280824,484,10648,1
121,2014-02-18,kuroky,Natus Vincere,1992-10-28,5,XMG Captains Draft Invitational,2,9650.0,43425.0,2014-04-01,7783,23,0.7126473515968931,1197.4054697216427,60575089,471455917687,529,12167,1
121,2014-03-03,kuroky,Natus Vincere,1992-10-28,4,ASUS ROG DreamLeague Season 1,7,8000.0,220000.0,2014-06-16,7796,24,0.8209307801908562,1094.3966807896797,60777616,473822294336,576,13824,1
121,2014-03-05,kuroky,Natus Vincere,1992-10-28,5,StarLadder StarSeries Season 9,5,7500.0,53000.0,2014-04-20,7798,25,0.7259447084541306,1054.465165940166,60808804,474187053592,625,15625,1
121,2014-04-01,kuroky,Natus Vincere,1992-10-28,4,HyperX D2L Western Challenge,2,19629.0,64814.0,2014-06-24,7825,26,0.7393737407815365,1059.536385750579,61230625,479129640625,676,17576,1
121,2014-04-25,kuroky,Natus Vincere,1992-10-28,5,Dota 2 Champions League Season 3,4,6784.0,81404.0,2014-06-25,7849,27,0.754582795865543,1063.2817177475724,61606801,483551781049,729,19683,1
121,2014-06-05,kuroky,Natus Vincere,1992-10-28,5,The Summit 1,4,13235.0,132352.0,2014-06-08,7890,28,0.7870186380583772,1130.976476714529,62252100,491169069000,784,21952,1
121,2014-06-28,kuroky,Natus Vincere,1992-10-28,5,ESL One Frankfurt 2014,5,10545.0,210900.0,2014-06-29,7913,29,0.8181116698405347,1111.0958545022436,62615569,495476997497,841,24389,1
121,2014-07-08,kuroky,Natus Vincere,1992-10-28,5,The International 2014,7,518889.0,10967674.0,2014-07-21,7923,30,1.0,1099.5456964622686,62773929,497357839467,900,27000,1
121,2015-01-21,kuroky,Team Secret,1992-10-28,5,Dota Pit League Season 3,5,10615.0,329068.0,2015-07-12,8120,32,0.7836925984237137,1108.9918256308783,65934400,535387328000,1024,32768,1
121,2015-01-29,kuroky,Team Secret,1992-10-28,5,Dota 2 Asia Championships 2015,3,275177.0,3057521.0,2015-02-09,8128,33,0.9212022642627935,1075.8902468725505,66064384,536971313152,1089,35937,1
121,2015-03-09,kuroky,Team Secret,1992-10-28,5,StarLadder StarSeries Season 12,7,3750.0,150000.0,2015-04-26,8167,34,0.7352282742984712,957.878572826893,66699889,544737993463,1156,39304,1
121,2015-04-06,kuroky,Team Secret,1992-10-28,5,2015 Red Bull Battle Grounds: Dota 2,1,38561.0,88295.0,2015-05-10,8195,35,0.7025363135245545,957.022727940759,67158025,550360014875,1225,42875,1
121,2015-05-13,kuroky,Team Secret,1992-10-28,5,The Summit 3,1,115466.0,271685.0,2015-05-17,8232,36,0.7718717693692367,1089.0162362899075,67765824,557848263168,1296,46656,1
121,2015-06-03,kuroky,Team Secret,1992-10-28,5,MarsTV Dota 2 League 2015 Spring,1,108817.0,278089.0,2015-06-07,8253,37,0.7733089830813087,1181.0433661626018,68112009,562128410277,1369,50653,1
121,2015-06-20,kuroky,Team Secret,1992-10-28,5,ESL One Frankfurt 2015,1,118481.0,296202.0,2015-06-21,8270,38,0.7772015584218886,1222.0036567333598,68392900,565609283000,1444,54872,1
121,2015-07-27,kuroky,Team Secret,1992-10-28,4,The International 2015,7,829333.0,17600281.0,2015-08-08,8307,39,1.0,1124.9925627997677,69006249,573234910443,1521,59319,1
121,2015-12-09,kuroky,Team Liquid,1992-10-28,5,The Summit 4,5,4020.0,64325.0,2015-12-13,8442,40,0.6636349163664429,1049.631854672395,71267364,601639086888,1600,64000,1
121,2016-01-13,kuroky,Team Liquid,1992-10-28,5,SL i-League StarSeries Season 1,3,30223.0,302286.0,2016-01-17,8477,41,0.7563871654664464,961.627460572411,71859529,609153227333,1681,68921,1
121,2016-01-19,kuroky,Team Liquid,1992-10-28,5,Captains Draft 3.0,5,6208.0,124153.0,2016-02-17,8483,42,0.7030492633023712,894.4701555548094,71961289,610447614587,1764,74088,1
121,2016-02-25,kuroky,Team Liquid,1992-10-28,5,The Shanghai Major 2016,2,405000.0,3000000.0,2016-03-06,8520,43,0.8939484827604671,1019.46175209193,72590400,618470208000,1849,79507,1
121,2016-04-22,kuroky,Team Liquid,1992-10-28,5,ESL One Manila 2016,2,50000.0,250000.0,2016-04-24,8577,44,0.745003851405163,935.9718916128958,73564929,630966396033,1936,85184,1
121,2016-05-09,kuroky,Team Liquid,1992-10-28,5,EPICENTER 2016,1,250000.0,400000.0,2016-05-15,8594,45,0.773175741604593,1101.535622044617,73856836,634725648584,2025,91125,1
121,2016-06-03,kuroky,Team Liquid,1992-10-28,5,The Manila Major 2016,2,405000.0,3000000.0,2016-06-12,8619,46,0.8939484827604671,1125.80667501647,74287161,640281040659,2116,97336,1
121,2016-06-17,kuroky,Team Liquid,1992-10-28,5,ESL One Frankfurt 2016,3,28309.0,314546.0,2016-06-19,8633,47,0.7587701737060174,1180.088558732088,74528689,643406172137,2209,103823,1
121,2016-07-03,kuroky,Team Liquid,1992-10-28,5,Global Grand Masters,4,5000.0,70000.0,2016-07-26,8649,48,0.6687026336801101,1161.6291441791038,74805201,646990183449,2304,110592,1
121,2016-07-13,kuroky,Team Liquid,1992-10-28,5,The Summit 5,3,13136.0,101045.0,2016-07-17,8659,49,0.690704753194093,1190.7910815833004,74978281,649236935179,2401,117649,1
121,2016-08-02,kuroky,Team Liquid,1992-10-28,5,The International 2016,7,519262.0,13916298.0,2016-08-13,8679,50,1.0,1069.2389138959206,75325041,653746030839,2500,125000,1
121,2016-10-11,kuroky,Team Liquid,1992-10-28,4,DreamLeague Season 6 League Play,4,8000.0,61000.0,2016-11-08,8749,51,0.6698836628179993,1064.599197479993,76545001,669692213749,2601,132651,1
121,2016-10-17,kuroky,Team Liquid,1992-10-28,4,FACEIT Invitational,3,4000.0,41000.0,2016-10-19,8755,52,0.6457294799450749,1068.7721429849503,76650025,671070968875,2704,140608,1
121,2016-11-25,kuroky,Team Liquid,1992-10-28,4,ASUS ROG DreamLeague Season 6,1,90000.0,185000.0,2016-11-26,8794,53,0.7373352332579775,1102.541195360569,77334436,680079030184,2809,148877,1
121,2017-02-23,kuroky,Team Liquid,1992-10-28,5,StarLadder i-League StarSeries Season 3,1,135000.0,300000.0,2017-02-26,8884,54,0.7667254242259913,1193.8754864920088,78925456,701173751104,2916,157464,1
121,2017-03-27,kuroky,Team Liquid,1992-10-28,5,Dota 2 Asia Championships 2017,9,9179.0,611987.0,2017-04-04,8916,55,0.8100683113293884,1181.1551200988672,79495056,708777919296,3025,166375,1
121,2017-04-24,kuroky,Team Liquid,1992-10-28,5,The Kiev Major 2017,5,125000.0,3000000.0,2017-04-30,8944,56,0.9067123605322307,1201.9348987673443,79995136,715476496384,3136,175616,1
121,2017-05-18,kuroky,Team Liquid,1992-10-28,5,StarLadder i-League Invitational #2,1,45000.0,100000.0,2017-05-21,8968,57,0.6999346815311969,1199.4245020690344,80425024,721251615232,3249,185193,1
121,2017-06-04,kuroky,Team Liquid,1992-10-28,5,EPICENTER 2017,1,250000.0,500000.0,2017-06-11,8985,58,0.797781351008155,1332.711520787418,80730225,725361071625,3364,195112,1
121,2017-07-21,kuroky,Team Liquid,1992-10-28,5,DreamLeague Season 7,1,80000.0,175000.0,2017-07-22,9032,59,0.733956833372638,1258.3982460392042,81577024,736803680768,3481,205379,1
122,2012-09-08,kyxy,Orange Esports,1991-05-26,5,WCG Asia 2012,1,3000.0,5000.0,2012-09-09,7776,0,0.5919111208817908,1030.055268592545,60466176,470184984576,0,0,1
124,2013-09-22,lanm,Team DK,1989-12-25,4,2013 WPC ACE Dota 2 League,1,165280.0,254534.0,2014-01-01,8672,0,0.8306611783234453,1424.4819487932452,75203584,652165480448,0,0,1
124,2013-11-08,lanm,Team DK,1989-12-25,4,National Electronic Sports Tournament 2013,3,8209.0,68956.0,2013-11-10,8719,1,0.7435077631161021,1403.7856086642096,76020961,662826758959,1,1,1
124,2013-11-22,lanm,Team DK,1989-12-25,4,MLG Championship Columbus,2,27392.0,136959.0,2013-11-24,8733,2,0.7893020753508921,1482.1643136112496,76265289,666024768837,4,8,1
124,2013-12-09,lanm,Team DK,1989-12-25,4,G-League 2013,1,33090.0,51239.0,2014-01-13,8750,3,0.7236896747256987,1532.34099516015,76562500,669921875000,9,27,1
124,2013-12-23,lanm,Team DK,1989-12-25,4,Fengyun Dota 2 Tournament,1,9893.0,22254.0,2013-12-28,8764,4,0.6680342090455249,1539.3486780842534,76807696,673142647744,16,64,1
124,2014-01-03,lanm,Team DK,1989-12-25,4,Red Bull ECL 2013 Grand Finals,2,3304.0,23128.0,2014-01-07,8775,5,0.6706049842588901,1484.6421808439497,77000625,675680484375,25,125,1
124,2014-03-26,lanm,Team DK,1989-12-25,5,ECL 2014 Spring,1,16104.0,35425.0,2014-06-15,8857,6,0.6990589691113633,1541.54500663914,78446449,694800198793,36,216,1
124,2014-03-29,lanm,Team DK,1989-12-25,4,WPC 2014,2,48017.0,244886.0,2014-06-02,8860,7,0.8280824356885808,1510.1865987856038,78499600,695506456000,49,343,1
124,2014-06-02,lanm,Team DK,1989-12-25,4,V Games Tournament,1,8021.0,15238.0,2014-06-25,8925,8,0.6427597602103989,1525.955877439753,79655625,710926453125,64,512,1
124,2014-06-05,lanm,Team DK,1989-12-25,4,The Summit 1,2,33088.0,132352.0,2014-06-08,8928,9,0.7870186380583772,1672.777799895625,79709184,711643594752,81,729,1
124,2014-06-16,lanm,Team DK,1989-12-25,4,GEST The Challenge June,2,2000.0,22000.0,2014-06-23,8939,10,0.6672681388693886,1572.1819175358855,79905721,714277240019,100,1000,1
124,2014-07-08,lanm,Team DK,1989-12-25,4,The International 2014,4,819298.0,10967674.0,2014-07-21,8961,11,1.0,1654.1015927073458,80299521,719564007681,121,1331,1
124,2015-06-03,lanm,EHOME,1989-12-25,4,MarsTV Dota 2 League 2015 Spring,5,12091.0,278089.0,2015-06-07,9291,12,0.7733089830813087,1536.2611437512624,86322681,802024029171,144,1728,1
124,2015-07-27,lanm,EHOME,1989-12-25,4,The International 2015,5,1197925.0,17600281.0,2015-08-08,9345,13,1.0,1735.0595947579443,87329025,816089738625,169,2197,1
124,2015-11-13,lanm,EHOME,1989-12-25,4,Frankfurt Major 2015,4,255000.0,3000000.0,2015-11-21,9454,14,0.8939484827604671,1718.2014696676906,89378116,844980708664,196,2744,1
124,2015-12-25,lanm,EHOME,1989-12-25,4,Dota 2 Radiant & Dire Cup 2015,1,61929.0,154823.0,2015-12-27,9496,15,0.7162820285958463,1748.061471677564,90174016,856292455936,225,3375,1
124,2016-01-01,lanm,EHOME,1989-12-25,4,Shanghai Dota 2 Open #1,1,30736.0,92208.0,2016-01-03,9503,16,0.6852191250847464,1723.4901550470477,90307009,858187506527,256,4096,1
124,2016-01-27,lanm,EHOME,1989-12-25,4,MarsTV Dota 2 League 2015 Winter,1,124950.0,274886.0,2016-01-31,9529,17,0.7506918648664372,1942.7093101457501,90801841,865250742889,289,4913,1
124,2016-02-25,lanm,EHOME,1989-12-25,4,The Shanghai Major 2016,9,45000.0,3000000.0,2016-03-06,9558,18,0.8939484827604671,2063.3378263386176,91355364,873174569112,324,5832,1
124,2016-05-18,lanm,EHOME,1989-12-25,4,Dota2 Professional League Season 1,9,14000.0,72000.0,2016-07-17,9641,20,0.6703911884131896,1947.9253339607014,92948881,896120161721,400,8000,1
124,2016-09-20,lanm,EHOME,1989-12-25,4,Shanghai Dota 2 Open #2,3,8990.0,118367.0,2016-10-08,9766,21,0.710186014552598,1952.0906862770894,95374756,931429867096,441,9261,1
124,2016-09-23,lanm,EHOME,1989-12-25,4,Dota2 Professional League Season 2 - Top,9,35000.0,700000.0,2016-12-31,9769,22,0.8182373670312004,1735.3611361189214,95433361,932288503609,484,10648,1
124,2016-10-05,lanm,EHOME,1989-12-25,4,World Cyber Arena 2016 Chinese Qualifiers S3,3,7340.0,58720.0,2016-11-12,9781,23,0.6675677486065952,1543.5558372831533,95667961,935728326541,529,12167,1
124,2016-10-16,lanm,EHOME,1989-12-25,4,Dota2 ACE - Provisional,5,1452.0,60978.0,2016-12-26,9792,24,0.669861732597763,1327.5222751511242,95883264,938888921088,576,13824,1
124,2016-11-10,lanm,EHOME,1989-12-25,4,Northern Arena BEAT Invitational,3,12000.0,100000.0,2016-11-13,9817,25,0.6999346815311969,1511.2133567111528,96373489,946098541513,625,15625,1
124,2016-11-16,lanm,EHOME,1989-12-25,4,The Summit 6,7,2500.0,100000.0,2016-11-20,9823,26,0.6999346815311969,1594.2299174637765,96491329,947834324767,676,17576,1
124,2016-12-03,lanm,EHOME,1989-12-25,4,The Boston Major 2016,9,62500.0,3000000.0,2016-12-10,9840,27,0.9067123605322307,1723.3870819462113,96825600,952763904000,729,19683,1
125,2015-10-16,le,Newbee Young,1993-08-08,4,ECL 2015 Autumn,3,3082.0,55472.0,2015-12-30,8104,0,0.6547596425275197,1068.4083608208923,65674816,532228708864,0,0,1
125,2015-11-13,le,Newbee Young,1993-08-08,4,Frankfurt Major 2015,13,30000.0,3000000.0,2015-11-21,8132,1,0.8939484827604671,1023.9096382192229,66129424,537764475968,1,1,1
125,2015-12-17,le,Newbee,1993-08-08,5,World Cyber Arena 2015,4,46275.0,493600.0,2015-12-20,8166,2,0.7857787245122977,1031.0508656521795,66683556,544537918296,4,8,1
125,2016-01-01,le,Newbee,1993-08-08,5,Shanghai Dota 2 Open #1,2,15368.0,92208.0,2016-01-03,8181,3,0.6852191250847464,1037.4615422138393,66928761,547544193741,9,27,1
125,2016-01-27,le,Newbee,1993-08-08,5,MarsTV Dota 2 League 2015 Winter,5,13883.0,274886.0,2016-01-31,8207,4,0.7506918648664372,981.8174362889554,67354849,552781245743,16,64,1
125,2016-02-25,le,Newbee,1993-08-08,5,The Shanghai Major 2016,9,45000.0,3000000.0,2016-03-06,8236,5,0.8939484827604671,936.87384689593,67831696,558661848256,25,125,1
125,2016-07-02,le,Newbee Young,1993-08-08,4,National Electronic Arena 2016,4,15027.0,195352.0,2016-07-03,8364,6,0.7302192462006477,901.9099997683636,69956496,585116132544,36,216,1
125,2016-09-19,le,Newbee Young,1993-08-08,4,Dota2 Professional League Season 2 - Secondary,3,10000.0,100000.0,2016-12-13,8443,7,0.6999346815311969,929.0105592421573,71284249,601852914307,49,343,1
125,2016-09-20,le,Newbee Young,1993-08-08,4,Shanghai Dota 2 Open #2,7,4495.0,118367.0,2016-10-08,8444,8,0.710186014552598,952.374266689436,71301136,602066792384,64,512,1
125,2016-10-16,le,Newbee Young,1993-08-08,4,Dota2 ACE - Provisional,5,1452.0,60978.0,2016-12-26,8470,9,0.669861732597763,945.2372626417879,71740900,607645423000,81,729,1
126,2013-10-17,lightofheaven,Virtus.pro,1988-01-04,4,Dota 2 Champions League Season 1,4,3000.0,68000.0,2014-01-15,9418,10,0.7425760837359738,1432.4859910489868,88698724,835364582632,100,1000,1
126,2013-11-25,lightofheaven,Virtus.pro,1988-01-04,5,StarLadder StarSeries Season 8,4,12400.0,130200.0,2014-01-19,9457,14,0.7859246331689069,1685.1056767193902,89434849,845785366993,196,2744,1
127,2015-01-21,lil,Virtus.pro,1995-12-24,4,Dota Pit League Season 3,3,39807.0,329068.0,2015-07-12,6968,0,0.7836925984237137,1211.7455071539423,48553024,338317471232,0,0,1
127,2015-03-28,lil,Virtus.pro,1995-12-24,5,ASUS ROG DreamLeague Season 3,1,54875.0,150581.0,2015-06-15,7034,1,0.7354667530726456,1297.034716992981,49477156,348022315304,1,1,1
127,2015-04-20,lil,Virtus.pro,1995-12-24,4,joinDOTA MLG Pro League Season 2,5,8362.0,183971.0,2015-06-07,7057,2,0.7478215509497563,1284.2578903173933,49801249,351447414193,4,8,1
127,2015-05-03,lil,Virtus.pro,1995-12-24,5,RoG Play It Cool Dota 2 Invitational,1,12500.0,30000.0,2015-05-03,7070,3,0.6359443775597338,1282.311852028979,49984900,353393243000,9,27,1
127,2015-06-20,lil,Virtus.pro,1995-12-24,5,ESL One Frankfurt 2015,3,29620.0,296202.0,2015-06-21,7118,4,0.7772015584218886,1221.7701555514627,50665924,360640047032,16,64,1
127,2015-07-27,lil,Virtus.pro,1995-12-24,4,The International 2015,5,1197925.0,17600281.0,2015-08-08,7155,5,1.0,1203.2400040522189,51194025,366293248875,25,125,1
127,2015-09-21,lil,Virtus.pro,1995-12-24,4,World Cyber Arena 2015 - European Pro Qualifiers,2,22500.0,97500.0,2015-09-24,7211,6,0.6885640906349999,1222.4327297937396,51998521,374961334931,36,216,1
127,2015-10-03,lil,Virtus.pro,1995-12-24,4,ESL One New York 2015,5,14331.0,286621.0,2015-10-04,7223,7,0.7531976044392572,1236.4750031176252,52171729,376836398567,49,343,1
127,2015-10-16,lil,Virtus.pro,1995-12-24,4,MLG World Finals 2015,5,11398.0,250759.0,2015-10-18,7236,8,0.7451855527393525,1186.0266984607815,52359696,378874760256,64,512,1
127,2015-10-26,lil,Virtus.pro,1995-12-24,4,Nanyang Dota 2 Championships Season 1,5,8807.0,123302.0,2015-11-01,7246,9,0.7026369951281123,1158.2919787171274,52504516,380447722936,81,729,1
127,2015-11-13,lil,Virtus.pro,1995-12-24,4,Frankfurt Major 2015,7,105000.0,3000000.0,2015-11-21,7264,10,0.8939484827604671,1099.8178575865868,52765696,383290015744,100,1000,1
