,cog,player,name,dob,role,team,join,joinelo32,joinelo64,joinglicko,joinglickomu,joinglickophi,joinglickosigma,joinglicko2,joinglicko2mu,joinglicko2phi,joinglicko2sigma,leave,leaveelo32,leaveelo64,leaveglicko,leaveglickomu,leaveglickophi,leaveglickosigma,leaveglicko2,leaveglicko2mu,leaveglicko2phi,leaveglicko2sigma
1324,Russia,KingR,Rinat Abdullin,1993-08-22,2,Special Reaction Team,2014-08-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1325,Russia,KingR,Rinat Abdullin,1993-08-22,2,Moscow Five,2014-10-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-11-21,1000.3267589018276,1060.042486115117,1526.1416628419847,1719.5963818553341,,77.38188760533981,1474.490934734107,1719.5963818553341,,77.38188760533981
1326,Russia,KingR,Rinat Abdullin,1993-08-22,2,XX5 Gaming,2015-01-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-04-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1327,Russia,KingR,Rinat Abdullin,1993-08-22,2,Power Rangers,2014-04-27,1085.1497890341516,1139.8060285764846,1721.174223717784,1833.8575918587794,,45.073347256398236,1721.174223717784,1833.8575918587794,,45.073347256398236,2015-06-16,1028.2523231123869,1069.4422168554058,1520.015572147779,1767.8021591905326,,99.11463481710139,1588.0309372221561,1767.8021591905326,,99.11463481710139
1328,Russia,KingR,Rinat Abdullin,1993-08-22,2,aSpera,2014-06-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1329,Russia,KingR,Rinat Abdullin,1993-08-22,2,sQreen's Squad,2015-08-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1330,Russia,KingR,Rinat Abdullin,1993-08-22,2,Fantastic Five 2015,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1331,Russia,KingR,Rinat Abdullin,1993-08-22,2,Elements Pro Gaming,2015-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1332,Russia,KingR,Rinat Abdullin,1993-08-22,2,Team Empire,2016-03-25,1149.6881741435097,1215.2986269726514,1696.2196061182572,2020.9933193908332,,129.90948530903043,1696.2196061182572,2020.9933193908332,,129.90948530903043,2017-05-23,1100.6604198893451,1148.9895676300655,1725.9052538079961,1972.0281105894671,,98.44914271258841,1765.5856101942118,1972.0281105894671,,98.44914271258841
1333,Russia,KingR,Rinat Abdullin,1993-08-22,2,Effect,2017-05-23,943.4591984258859,903.8513306624528,1199.0485310323384,1631.5166419334766,,172.98724436045532,1199.0485310323384,1631.5166419334766,,172.98724436045532,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1334,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,paiN Gaming,2011-08-??,1115.7290626020633,1230.4479039841287,1514.6013931990567,1795.0595222073712,,112.1832516033258,1514.6013931990567,1795.0595222073712,,112.1832516033258,2013-03-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1335,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,Keyd Stars,2013-07-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-12-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1336,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,CNB e-Sports Club,2014-04-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1337,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,paiN Gaming,2014-09-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-06-30,961.8637800131747,937.8585820739466,1085.4745487460664,1547.928917692355,,184.98174757851547,1404.8634160657487,1547.928917692355,,184.98174757851547
1338,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,INTZ eSports,2015-07-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1339,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,T Show,2015-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1340,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,paiN Gaming,2016-01-23,976.4829703187498,976.7031407319291,1106.5239983698527,1684.9874257648123,,231.3853709579838,1106.5239983698527,1684.9874257648123,,231.3853709579838,2016-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1341,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,Kingao+4,2016-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1342,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,SG e-sports,2016-11-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-29,1012.4621074793115,1029.8648423307263,1090.2216262541838,1916.6459635111335,,330.5697349027799,1626.743006723496,1916.6459635111335,,330.5697349027799
1343,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,Digital Chaos.SA,2017-09-13,1053.475798437833,1077.370706842182,1593.8104125292623,1875.3574381751757,,112.61881025836539,1593.8104125292623,1875.3574381751757,,112.61881025836539,2017-10-02,1065.3526728887155,1102.2946303870513,1571.1638375297712,1826.2326817921414,,102.02753770494814,1740.7330041836667,1826.2326817921414,,102.02753770494814
1344,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,Midas Club Elite,2017-10-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-11-10,1049.779154935909,1092.8515414930562,1331.2328161401163,1726.8616113431196,,158.25151808120137,1482.0420850696341,1726.8616113431196,,158.25151808120137
1345,Brazil,Kingrd,Danylo Nascimento,1992-01-02,2,paiN Gaming,2017-11-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1346,Peru,Kingteka,Abraham Canez,1997-02-07,1,Elite Wolves,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-07-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1347,Peru,Kingteka,Abraham Canez,1997-02-07,1,Team DileCom,2015-07-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1348,Peru,Kingteka,Abraham Canez,1997-02-07,1,Not Today,2015-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-07-08,1016.9906360615453,1040.9499544089915,1277.4778025325018,1756.5459453519525,,191.62725712778027,1506.691650432599,1756.5459453519525,,191.62725712778027
1349,Peru,Kingteka,Abraham Canez,1997-02-07,1,Infamous,2016-07-08,913.3166285639448,875.3499430438566,1011.911659547848,1577.631196538805,,226.28781479638278,1011.911659547848,1577.631196538805,,226.28781479638278,2016-11-04,1033.1448407372263,1076.355661947326,1526.0003713632934,1723.8260997471803,,79.13029135355474,1531.1839069502407,1723.8260997471803,,79.13029135355474
1350,Peru,Kingteka,Abraham Canez,1997-02-07,1,Infamous,2016-11-18,1030.1009404471786,1069.343438736152,1378.6666890242284,1723.8260997471803,,138.06376428918074,1378.6666890242284,1723.8260997471803,,138.06376428918074,2017-01-07,1021.3386153963386,1049.157698977774,1092.0547654729703,1723.8260997471803,,252.70853370968393,1509.914665351282,1723.8260997471803,,252.70853370968393
1351,Peru,Kingteka,Abraham Canez,1997-02-07,1,Not Today,2017-01-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-18,1121.0014975246577,1182.671140135819,1653.720453976822,1917.303920015337,,105.43338641540603,1596.7020875466037,1917.303920015337,,105.43338641540603
1352,Peru,Kingteka,Abraham Canez,1997-02-07,1,Elite Wolves,2017-03-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1353,Peru,Kingteka,Abraham Canez,1997-02-07,1,Infamous,2017-05-18,978.6659305995161,962.7379081735796,1477.6070094797758,1808.5113114648616,,132.36172079403434,1477.6070094797758,1808.5113114648616,,132.36172079403434,2017-08-30,1043.0650850460368,1078.3858007518218,1477.7765931454228,1890.9581581086934,,165.2726259853082,1640.9380528355755,1890.9581581086934,,165.2726259853082
1354,Peru,Kingteka,Abraham Canez,1997-02-07,1,Digital Chaos.SA,2017-09-28,1095.5913859224213,1172.1339241636647,1667.9288116141154,1826.2326817921414,,63.32154807121043,1667.9288116141154,1826.2326817921414,,63.32154807121043,2017-10-03,1064.9045402746215,1101.5931814929686,1571.1638375297712,1826.2326817921414,,102.02753770494814,1740.7330041836667,1826.2326817921414,,102.02753770494814
1355,Peru,Kingteka,Abraham Canez,1997-02-07,1,White Dragons,2017-10-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-10-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1356,Peru,Kingteka,Abraham Canez,1997-02-07,1,Sacred,2017-10-22,1080.4734193319878,1123.277186224017,1347.5874572461694,1666.5435201892285,,127.58242517722367,1347.5874572461694,1666.5435201892285,,127.58242517722367,2018-01-10,973.9819430765291,928.9715597442255,1233.3469347929988,1596.5809568528382,,145.29360882393578,1515.7406698735772,1596.5809568528382,,145.29360882393578
1357,Netherlands,Kipspul,Muri?lle Huisman,1991-05-22,1,Fnatic,2016-06-??,1185.877261178481,1319.2786026618267,1885.2495530074273,2059.6285252232515,,69.75158888632969,1885.2495530074273,2059.6285252232515,,69.75158888632969,2016-08-13,1195.6187727526753,1326.834876188076,1855.1265119630837,2002.9956400463363,,59.14765123330107,1830.0863918056414,2002.9956400463363,,59.14765123330107
1358,Netherlands,Kipspul,Muri?lle Huisman,1991-05-22,1,Fnatic,2016-10-25,1092.834584032193,1127.5501118554978,1532.2059755045914,1755.2133138687002,,89.20293534564355,1532.2059755045914,1755.2133138687002,,89.20293534564355,2017-01-31,943.383020866005,914.6136793041939,1270.6497553433617,1597.3751706776234,,130.6901661337047,1639.1171874376319,1597.3751706776234,,130.6901661337047
1359,Netherlands,Kipspul,Muri?lle Huisman,1991-05-22,1,TNC Pro Team,2017-04-??,1149.84335695641,1256.5051494792558,1821.6327914449662,2025.2517979060544,,81.4476025844353,1821.6327914449662,2025.2517979060544,,81.4476025844353,2017-08-19,1093.2344007973443,1118.6058636946336,1743.437570292742,2026.8312077313165,,113.35745497542976,1810.0836373883199,2026.8312077313165,,113.35745497542976
1360,Netherlands,Kipspul,Muri?lle Huisman,1991-05-22,1,Vega Squadron,2017-09-08,1024.8011333026093,1021.0323408453849,1226.3751500341039,1852.1732637452744,,250.31924548446824,1226.3751500341039,1852.1732637452744,,250.31924548446824,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1361,Turkey,Klasynky,Emre Canl?,1991-09-20,1,ANT Gaming,2014-11-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-12-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1362,Turkey,Klasynky,Emre Canl?,1991-09-20,1,WMTF,2015-06-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1363,Turkey,Klasynky,Emre Canl?,1991-09-20,1,HWA Gaming,2016-01-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-04-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1364,Turkey,Klasynky,Emre Canl?,1991-09-20,1,Team Entelechy,2016-10-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1365,Indonesia,KoaLa,Farand Kowara,1988-04-21,1,XcN,20??-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20??-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1366,Indonesia,KoaLa,Farand Kowara,1988-04-21,1,Fnatic,2008-08-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20??-??-??,1185.877261178481,1319.2786026618267,1885.2495530074273,2059.6285252232515,,69.75158888632969,1788.8870481337503,2059.6285252232515,,69.75158888632969
1367,Indonesia,KoaLa,Farand Kowara,1988-04-21,1,Rex Regum,2013-11-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-05-23,1045.5649189420944,1072.3774133730828,1646.6592766865208,1761.44819644856,,45.91556790481573,1570.5368354917239,1761.44819644856,,45.91556790481573
1368,Indonesia,KoaLa,Farand Kowara,1988-04-21,1,Rex Regum,2014-11-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-12-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1369,USA,Korok,Steven Ashworth,1993-09-02,1,Quantic Gaming,2012-05-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1370,USA,Korok,Steven Ashworth,1993-09-02,1,Team Liquid,2012-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-22,1097.289795392885,1129.9586655824605,1339.6534421865385,1833.4540879230087,,197.52025829458807,1670.098113174771,1833.4540879230087,,197.52025829458807
1371,USA,Korok,Steven Ashworth,1993-09-02,1,Team Dignitas,2013-09-22,1094.9837897383168,1149.9766245180099,1530.2362735489207,1748.261267027615,,87.20999739147774,1530.2362735489207,1748.261267027615,,87.20999739147774,2013-11-10,979.585123720774,958.5842775333492,1485.7869681664404,1703.8260645453047,,87.21563855154574,1564.3767861286578,1703.8260645453047,,87.21563855154574
1372,USA,Korok,Steven Ashworth,1993-09-02,1,North American Rejects,2014-04-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-06-03,1114.9384356716425,1123.8698600788764,1605.351089011352,1905.12475762778,,119.90946744657117,1679.1818140115213,1905.12475762778,,119.90946744657117
1373,USA,Korok,Steven Ashworth,1993-09-02,1,Na'Vi North America,2014-06-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-12-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1374,USA,Korok,Steven Ashworth,1993-09-02,1,North American Rejects,2015-03-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-07-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1375,USA,Korok,Steven Ashworth,1993-09-02,1,Team Archon,2015-07-03,1025.834404493396,1037.8592824330271,1551.146138759199,1911.1793101538597,,144.01326855786425,1551.146138759199,1911.1793101538597,,144.01326855786425,2015-09-06,971.3486704787597,953.235282215673,1201.9617546110044,1753.3315873345518,,220.54793308941896,1589.6943182141626,1753.3315873345518,,220.54793308941896
1376,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,Team Unknown,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-08,966.6047984997804,966.8695171285246,1273.5357511311163,1746.7155846732805,,189.27193341686572,1507.893909164798,1746.7155846732805,,189.27193341686572
1377,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,As1-,2015-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1378,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,Infamous,2015-12-??,1041.2931024339623,1062.6256742111868,898.1024081813346,1686.2027650416073,,315.2401427441091,898.1024081813346,1686.2027650416073,,315.2401427441091,2017-02-06,988.4843063468335,965.0003754006261,1441.6534227748402,1733.9579073601303,,116.92179383411599,1566.3525706683376,1733.9579073601303,,116.92179383411599
1379,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,Not Today,2017-02-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-18,1121.0014975246577,1182.671140135819,1653.720453976822,1917.303920015337,,105.43338641540603,1596.7020875466037,1917.303920015337,,105.43338641540603
1380,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,Elite Wolves,2017-03-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1381,Peru,Kotar? Hayama,Alonso Le?n,1997-01-31,1,Infamous,2017-09-05,1041.3233621908116,1075.2155680552275,1370.6431689535143,1710.0827623983625,,135.77583737793924,1370.6431689535143,1710.0827623983625,,135.77583737793924,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1382,Philippines,Kuku,Carlo Palad,1996-09-21,1,Mineski,2015-03-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-27,1015.5973469535049,1057.8347920418794,1483.789223231938,1666.8495949011385,,73.2241486676802,1595.2586747902496,1666.8495949011385,,73.2241486676802
1383,Philippines,Kuku,Carlo Palad,1996-09-21,1,TNC Pro Team,2016-04-11,1135.8074499642553,1216.6514061994649,1722.320946894724,1880.086335260476,,63.10615534630075,1722.320946894724,1880.086335260476,,63.10615534630075,2016-08-19,1168.9002244385304,1289.8009110202845,1743.152518888905,2025.6126258556355,,112.9840427866922,1713.0248188056962,2025.6126258556355,,112.9840427866922
1384,Philippines,Kuku,Carlo Palad,1996-09-21,1,TNC Pro Team,2016-08-30,1156.588254981098,1268.6758948926936,1625.883077251011,2025.6126258556355,,159.8918194418498,1625.883077251011,2025.6126258556355,,159.8918194418498,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1385,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Online Kingdom,2010-02-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2010-04-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1386,Germany,KuroKy,Kuro Salehi,1992-10-28,2,GosuGamers.net,2011-01-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-08-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1387,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Virtus.pro,2012-05-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-06-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1388,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Uebelst gamynG,2012-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1389,Germany,KuroKy,Kuro Salehi,1992-10-28,2,mousesports,2012-08-25,1047.5094753575415,1126.6901620631088,1488.5464414979137,1704.6059043921425,,86.42378515769151,1488.5464414979137,1704.6059043921425,,86.42378515769151,2012-09-02,903.5533069265712,854.3269422187402,1403.3394679457897,1575.8224137469037,,68.99317832044558,1501.404996382263,1575.8224137469037,,68.99317832044558
1390,Germany,KuroKy,Kuro Salehi,1992-10-28,2,mousesports,2012-09-16,912.4106165557777,867.7050201629944,1244.5364849901423,1575.8224137469037,,132.51437150270456,1244.5364849901423,1575.8224137469037,,132.51437150270456,2012-10-16,1002.2256218388278,1011.7574639387113,1381.1295104701778,1654.246619343631,,109.24684354938128,1522.4592888046911,1654.246619343631,,109.24684354938128
1391,Germany,KuroKy,Kuro Salehi,1992-10-28,2,The GD B-Team,2012-10-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1392,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Zero,2012-10-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-11-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1393,Germany,KuroKy,Kuro Salehi,1992-10-28,2,mousesports,2012-11-21,1001.7372943910639,1009.1777389121145,1130.2304410061738,1654.246619343631,,209.60647133498284,1130.2304410061738,1654.246619343631,,209.60647133498284,2013-02-28,1068.8857327502415,1137.2531177834883,1527.63332054197,1744.238370338456,,86.64201991859433,1541.3645054335625,1744.238370338456,,86.64201991859433
1394,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Natus Vincere,2013-02-28,1044.8607394357932,1050.1296014730608,1510.5616060907903,1643.6787725389222,,53.246866579252796,1510.5616060907903,1643.6787725389222,,53.246866579252796,2014-08-18,1063.7198886359,1109.5046555201916,1448.6308981078014,1926.3634128964,,191.09300591543945,1693.7504227812103,1926.3634128964,,191.09300591543945
1395,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Team Secret,2014-08-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-22,1174.602671301966,1196.226313676841,1712.7485487716774,2075.5163100134255,,145.10710449669924,1912.688811157408,2075.5163100134255,,145.10710449669924
1396,Germany,KuroKy,Kuro Salehi,1992-10-28,2,5Jungz,2015-08-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1397,Germany,KuroKy,Kuro Salehi,1992-10-28,2,Team Liquid,2015-10-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1398,Philippines,KyrieDepra,Kyrie Eleison,1998-09-21,2,Mineski,2009-01-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-04-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1399,Malaysia,KYxY,Lee Kong,1991-05-26,1,MUFC,2011-07-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-01-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1400,Malaysia,KYxY,Lee Kong,1991-05-26,1,Orange,2013-01-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1401,Malaysia,KYxY,Lee Kong,1991-05-26,1,Titan,2013-09-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-10-01,1179.8080085192055,1244.8560517178198,1849.3238282159552,2020.8234493135506,,68.5998484390381,1762.5424275963674,2020.8234493135506,,68.5998484390381
1402,Malaysia,KYxY,Lee Kong,1991-05-26,1,Team Malaysia,2014-10-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-12-20,1084.4091376089575,1131.6456893899056,1647.2202502848083,1963.7383555450672,,126.60724210410355,1667.089436155087,1963.7383555450672,,126.60724210410355
1403,Malaysia,KYxY,Lee Kong,1991-05-26,1,G Guard Esports,2014-12-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-02-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1404,Malaysia,KYxY,Lee Kong,1991-05-26,1,EHOME.my,2015-03-01,1062.8743423052997,1113.7577118444428,1490.9362406178889,1885.7386927205014,,157.92098084104504,1490.9362406178889,1885.7386927205014,,157.92098084104504,2015-03-26,1055.5486729504557,1089.2683810244848,1667.2737519682448,1852.5102400333856,,74.09459522605631,1676.2150212136291,1852.5102400333856,,74.09459522605631
1405,Malaysia,KYxY,Lee Kong,1991-05-26,1,Team Malaysia,2015-03-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-06-04,1079.5908012901964,1124.136299963463,1614.924312975771,1953.0947892772033,,135.26819052057292,1755.836475470808,1953.0947892772033,,135.26819052057292
1406,Malaysia,KYxY,Lee Kong,1991-05-26,1,Fnatic,2015-06-04,990.1722249444365,994.3101752889777,1672.5921132039707,1980.1321810744655,,123.01602714819788,1672.5921132039707,1980.1321810744655,,123.01602714819788,2015-08-17,980.2830382797737,984.3979013709351,1440.579814051451,1810.962898059709,,148.1532336033032,1598.6402533667613,1810.962898059709,,148.1532336033032
1407,Malaysia,KYxY,Lee Kong,1991-05-26,1,Thunderobot Gaming,2015-08-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-05-28,845.1174759932314,779.4803427455671,964.0200388017827,1343.142350954068,,151.64892486091415,1349.3558293471845,1343.142350954068,,151.64892486091415
1408,Malaysia,KYxY,Lee Kong,1991-05-26,1,White Fries Gaming,2016-05-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-23,860.7165268732425,779.428666342839,905.1296907992894,1233.804452330551,,131.4699046125046,1343.0453131501656,1233.804452330551,,131.4699046125046
1409,Malaysia,KYxY,Lee Kong,1991-05-26,1,Mineski,2017-03-23,1127.926548400292,1213.648899836673,1705.0152285722563,1916.768315066255,,84.70123459759945,1705.0152285722563,1916.768315066255,,84.70123459759945,2017-05-21,1112.3079251423328,1173.1801205575136,1613.8791103317608,1905.1797401337208,,116.52025192078396,1707.1413418187478,1905.1797401337208,,116.52025192078396
1410,Malaysia,KYxY,Lee Kong,1991-05-26,1,WarriorsGaming.Youth,2017-06-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-07-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1411,Malaysia,KYxY,Lee Kong,1991-05-26,1,New Beginning,2017-07-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1412,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Ice Climbers,2013-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-02-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
